credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business,debt_income_ratio,many_inquiries,has_delinquency,has_public_record,fico_category_fair,fico_category_good,fico_category_very good,fico_category_excellent
1.0,0.1392,716.88,11.12726298,17.95,697.0,4920.041667,14533.0,80.7,0.0,0.0,0.0,1.0,False,False,False,False,False,False,64.42554663159403,0,0,0,False,True,False,False
1.0,0.1426,638.09,11.50992096,17.26,682.0,4230.041667,19780.0,48.8,0.0,0.0,0.0,0.0,True,False,False,False,False,False,55.438260802791824,0,0,0,False,True,False,False
1.0,0.0894,174.75,10.89673933,13.71,727.0,2702.041667,5677.0,32.6,1.0,0.0,0.0,0.0,True,False,False,False,False,False,16.036907436969955,0,0,0,False,True,False,False
1.0,0.0894,158.86,10.81977828,13.27,742.0,2130.0,4676.0,18.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,14.682371106776507,0,0,0,False,True,False,False
1.0,0.1322,169.01,10.6454249,13.49,717.0,3330.041667,14953.0,97.7,0.0,0.0,0.0,1.0,False,False,False,False,False,False,15.876303819493385,0,0,0,False,True,False,False
1.0,0.1253,66.94,11.00209984,4.12,687.0,3600.0,3021.0,18.1,1.0,0.0,0.0,0.0,False,True,False,False,False,False,6.084293087091273,0,0,0,False,True,False,False
1.0,0.1218,66.6,10.81977828,14.83,692.0,2250.041667,7975.0,67.6,1.0,0.0,0.0,0.0,False,False,False,False,False,False,6.155394156561219,0,0,0,False,True,False,False
1.0,0.1322,338.01,10.81977828,7.44,692.0,2070.0,7408.0,31.9,2.0,0.0,0.0,0.0,True,False,False,False,False,False,31.24001169458345,0,0,0,False,True,False,False
1.0,0.2086,94.02,10.727663,0.53,662.0,2029.041667,2106.0,91.6,3.0,0.0,0.0,1.0,False,False,False,False,False,False,8.764257415617921,0,0,0,True,False,False,False
1.0,0.1565,69.98,11.22524339,6.61,667.0,2709.041667,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,True,False,False,6.234163266548112,0,0,0,True,False,False,False
1.0,0.1287,168.17,10.49127422,18.23,682.0,9600.041667,7790.0,82.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,16.029511427640482,0,0,0,False,True,False,False
1.0,0.1287,336.34,10.08580911,8.45,697.0,3750.041667,1303.0,18.4,0.0,1.0,0.0,0.0,False,False,False,False,False,False,33.34784510907722,0,1,0,False,True,False,False
1.0,0.1426,171.53,11.51292546,12.18,667.0,2670.041667,28370.0,40.3,2.0,0.0,0.0,0.0,False,False,True,False,False,False,14.898906502604943,0,0,0,True,False,False,False
1.0,0.1183,198.81,11.00209984,18.82,717.0,5040.0,15638.0,93.1,1.0,0.0,0.0,1.0,False,False,False,False,False,False,18.07018686352877,0,0,0,False,True,False,False
1.0,0.1426,411.67,10.16585182,10.85,682.0,1620.041667,9106.0,52.6,0.0,0.0,0.0,0.0,False,True,False,False,False,False,40.49537680552184,0,0,0,False,True,False,False
1.0,0.1218,666.0,11.30958454,9.79,727.0,6000.041667,30611.0,81.0,2.0,0.0,0.0,0.0,True,False,False,False,False,False,58.88810483218688,0,0,0,False,True,False,False
1.0,0.1635,176.65,11.3222491,14.33,707.0,5490.0,73241.0,98.5,0.0,0.0,0.0,0.0,True,False,False,False,False,False,15.602023806383132,0,0,0,False,True,False,False
1.0,0.1531,870.39,11.28978191,0.81,797.0,6510.0,3656.0,11.8,1.0,0.0,0.0,0.0,False,False,False,False,False,True,77.09537765552815,0,0,0,False,False,True,False
1.0,0.0894,158.86,11.43712375,15.02,732.0,6212.0,83356.0,41.7,0.0,0.0,0.0,0.0,True,False,False,False,False,False,13.889855830230045,0,0,0,False,True,False,False
1.0,0.1426,614.94,11.33857208,16.57,697.0,3720.041667,1887.0,94.3,0.0,0.0,0.0,0.0,False,False,False,False,False,False,54.23434235468564,0,0,0,False,True,False,False
1.0,0.1218,106.56,10.41232119,19.84,697.0,4620.041667,1568.0,71.3,2.0,0.0,1.0,0.0,False,False,False,False,False,False,10.234029286605208,0,0,1,False,True,False,False
1.0,0.1183,99.41,11.29476946,23.67,697.0,7380.041667,17829.0,66.3,3.0,0.0,0.0,1.0,False,False,False,False,False,False,8.80141913051495,0,0,0,False,True,False,False
1.0,0.0894,111.21,10.77895629,15.8,722.0,3870.041667,10659.0,76.4,0.0,0.0,0.0,1.0,False,False,False,False,False,False,10.317325444873847,0,0,0,False,True,False,False
1.0,0.1496,554.32,11.57119437,9.87,692.0,4500.041667,34896.0,87.5,2.0,0.0,0.0,0.0,False,True,False,False,False,False,47.905167113703925,0,0,0,False,True,False,False
1.0,0.1774,720.42,11.81303006,19.85,672.0,4080.041667,34863.0,90.8,1.0,0.0,1.0,0.0,False,True,False,False,False,False,60.985199930998895,0,0,1,False,True,False,False
1.0,0.0859,316.11,11.15625052,15.38,757.0,5100.0,15315.0,41.2,0.0,0.0,0.0,0.0,True,False,False,False,False,False,28.334788595263635,0,0,0,False,False,True,False
1.0,0.1322,243.37,11.00209984,14.42,682.0,6210.0,23079.0,74.9,0.0,0.0,0.0,0.0,False,True,False,False,False,False,22.120322805578176,0,0,0,False,True,False,False
1.0,0.1218,333.0,10.54534144,10.2,712.0,4033.0,8753.0,48.9,0.0,0.0,0.0,0.0,False,True,False,False,False,False,31.577924896474478,0,0,0,False,True,False,False
1.0,0.1287,242.16,11.00209984,14.34,687.0,1860.0,1068.0,10.9,0.0,0.0,0.0,0.0,False,False,False,False,False,False,22.01034379997046,0,0,0,False,True,False,False
1.0,0.1392,341.37,11.1124479,21.65,707.0,5550.041667,19641.0,86.5,0.0,0.0,0.0,0.0,False,True,False,False,False,False,30.719604093711883,0,0,0,False,True,False,False
1.0,0.1253,669.33,11.00209984,2.6,747.0,3570.0,6621.0,76.1,2.0,0.0,0.0,0.0,False,False,False,True,False,False,60.83656844910072,0,0,0,False,True,False,False
1.0,0.1287,168.17,10.6454249,20.14,682.0,3930.0,2035.0,40.0,2.0,1.0,0.0,0.0,False,False,False,False,True,False,15.797396682588028,0,1,0,False,True,False,False
1.0,0.0894,389.21,10.37349118,12.6,752.0,6870.0,15954.0,41.1,1.0,0.0,0.0,0.0,False,True,False,False,False,False,37.51967329479138,0,0,0,False,True,False,False
1.0,0.1392,256.03,10.46310334,14.06,682.0,2010.041667,13089.0,69.3,0.0,0.0,0.0,0.0,False,True,False,False,False,False,24.46979559316863,0,0,0,False,True,False,False
1.0,0.1218,83.25,10.69964248,22.41,687.0,4380.0,14589.0,34.9,1.0,0.0,0.0,1.0,False,False,False,False,False,False,7.780633806747532,0,0,0,False,True,False,False
1.0,0.1218,832.5,11.2515607,22.44,742.0,5411.0,44790.0,35.2,1.0,0.0,0.0,0.0,True,False,False,False,False,False,73.98973548620681,0,0,0,False,True,False,False
1.0,0.0774,124.88,11.58988651,6.02,787.0,4230.041667,337.0,1.9,0.0,0.0,0.0,0.0,False,False,False,False,False,False,10.77491137572839,0,0,0,False,False,True,False
1.0,0.1322,324.49,11.51292546,11.44,692.0,4770.0,4533.0,14.3,0.0,4.0,0.0,0.0,False,False,False,False,False,False,28.184843298724875,0,1,0,False,True,False,False
1.0,0.2121,755.69,11.24895992,5.72,672.0,1440.0,500.0,83.3,1.0,0.0,0.0,0.0,False,False,False,False,False,True,67.17865521561926,0,0,0,False,True,False,False
1.0,0.1496,173.23,10.33516607,14.69,672.0,4800.041667,11886.0,90.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,16.76122075124043,0,0,0,False,True,False,False
1.0,0.16,843.78,11.91839057,7.01,727.0,4778.0,17161.0,26.0,1.0,1.0,0.0,0.0,False,False,False,False,False,True,70.79647164138873,0,1,0,False,True,False,False
1.0,0.1253,485.27,10.23995979,15.13,747.0,4771.0,11423.0,68.4,0.0,0.0,0.0,0.0,False,True,False,False,False,False,47.389834525902955,0,0,0,False,True,False,False
1.0,0.1183,417.49,10.76320793,20.14,717.0,3660.0,10682.0,54.7,0.0,0.0,0.0,0.0,False,True,False,False,False,False,38.788621637266836,0,0,0,False,True,False,False
1.0,0.1218,116.55,10.59663473,18.18,712.0,4770.0,6381.0,66.5,1.0,0.0,1.0,0.0,False,False,False,False,False,False,10.998774891243231,0,0,1,False,True,False,False
1.0,0.1357,509.53,11.00209984,17.22,692.0,2850.0,13030.0,66.6,1.0,0.0,0.0,0.0,True,False,False,False,False,False,46.3120683696686,0,0,0,False,True,False,False
1.0,0.1183,198.81,11.23848862,3.44,707.0,3330.041667,7269.0,38.7,0.0,0.0,0.0,0.0,False,True,False,False,False,False,17.69010110898702,0,0,0,False,True,False,False
1.0,0.1426,137.23,10.54534144,9.92,667.0,5100.0,2822.0,37.1,1.0,0.0,0.0,0.0,False,False,False,False,False,False,13.013329229859435,0,0,0,True,False,False,False
1.0,0.1136,329.12,11.77528973,20.19,702.0,3660.0,10288.0,64.3,0.0,0.0,0.0,0.0,False,True,False,False,False,False,27.95005537413643,0,0,0,False,True,False,False
1.0,0.1913,557.24,10.91508846,2.38,717.0,4740.0,491.0,98.2,0.0,0.0,0.0,0.0,False,False,False,False,False,True,51.05226604824053,0,0,0,False,True,False,False
1.0,0.1461,689.51,11.40756495,9.91,687.0,6780.041667,239.0,3.5,1.0,0.0,0.0,0.0,False,False,False,True,False,False,60.4432236872778,0,0,0,False,True,False,False
1.0,0.1218,399.6,11.00209984,17.86,707.0,7170.041667,17035.0,58.7,1.0,0.0,0.0,0.0,False,True,False,False,False,False,36.320339372597445,0,0,0,False,True,False,False
1.0,0.1183,256.79,9.952277717,17.43,707.0,2130.0,11212.0,44.5,1.0,0.0,0.0,0.0,False,True,False,False,False,False,25.80213367251235,0,0,0,False,True,False,False
1.0,0.0894,381.26,10.93310697,10.26,767.0,3810.041667,4553.0,15.2,0.0,0.0,0.0,0.0,False,True,False,False,False,False,34.87206345334056,0,0,0,False,False,True,False
1.0,0.1183,397.61,11.48246626,2.09,717.0,4590.041667,5652.0,22.3,0.0,0.0,0.0,0.0,False,True,False,False,False,False,34.627578343957616,0,0,0,False,True,False,False
1.0,0.1531,348.16,10.30895266,18.6,667.0,4980.041667,9092.0,68.4,1.0,0.0,0.0,0.0,False,True,False,False,False,False,33.77258694289125,0,0,0,True,False,False,False
1.0,0.0894,381.26,10.76848499,2.78,782.0,5405.0,6877.0,20.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,35.40516612634476,0,0,0,False,False,True,False
1.0,0.0894,47.66,10.858999,7.27,717.0,11400.04167,2504.0,21.4,0.0,1.0,0.0,0.0,False,False,False,False,True,False,4.388986498663458,0,1,0,False,True,False,False
1.0,0.0894,222.41,10.59663473,18.42,742.0,2670.041667,5416.0,55.3,0.0,0.0,0.0,0.0,False,True,False,False,False,False,20.988738940895814,0,0,0,False,True,False,False
1.0,0.0894,476.58,10.59663473,20.4,802.0,6510.0,3823.0,9.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,44.97465583585328,0,0,0,False,False,False,True
1.0,0.1426,445.98,10.59663473,23.85,687.0,4440.041667,24119.0,91.7,0.0,0.0,0.0,0.0,False,False,False,False,False,False,42.086946597997915,0,0,0,False,True,False,False
1.0,0.1496,840.15,11.1124479,21.74,687.0,8189.041667,43703.0,77.8,0.0,0.0,0.0,0.0,False,True,False,False,False,False,75.60440395855534,0,0,0,False,True,False,False
1.0,0.1357,597.85,11.70354582,23.83,692.0,6965.0,51344.0,81.5,1.0,0.0,0.0,0.0,False,True,False,False,False,False,51.08280936349596,0,0,0,False,True,False,False
1.0,0.1253,33.47,10.23995979,20.19,682.0,2460.0,1697.0,39.5,1.0,0.0,0.0,0.0,False,False,False,False,False,False,3.268567522373054,0,0,0,False,True,False,False
1.0,0.1253,140.56,10.30895266,18.36,687.0,2700.041667,3368.0,32.7,2.0,0.0,0.0,0.0,False,False,False,False,False,False,13.634750748772962,0,0,0,False,True,False,False
1.0,0.1531,844.28,11.28978191,24.3,692.0,4290.0,26324.0,86.6,0.0,0.0,0.0,0.0,False,True,False,False,False,False,74.78266690450178,0,0,0,False,True,False,False
1.0,0.1287,336.34,10.4341158,21.42,707.0,5100.0,14096.0,86.0,1.0,0.0,0.0,0.0,False,True,False,False,False,False,32.234643207620906,0,0,0,False,True,False,False
1.0,0.1148,164.85,10.96819829,8.67,712.0,5190.041667,1885.0,19.6,0.0,0.0,1.0,1.0,False,True,False,False,False,False,15.029815803959174,0,0,1,False,True,False,False
1.0,0.0859,249.72,11.41861479,15.2,812.0,10320.04167,3950.0,4.9,0.0,0.0,0.0,0.0,True,False,False,False,False,False,21.869552882955254,0,0,0,False,False,False,True
1.0,0.0774,187.32,11.57402056,6.89,762.0,5880.041667,7903.0,25.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,16.184522831018715,0,0,0,False,False,True,False
1.0,0.0859,284.5,11.98292909,10.32,767.0,6930.0,126088.0,27.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,23.74210828280884,0,0,0,False,False,True,False
1.0,0.1287,168.17,10.58446093,20.01,697.0,2760.041667,5066.0,84.4,1.0,0.0,0.0,0.0,False,True,False,False,False,False,15.88838591896054,0,0,0,False,True,False,False
1.0,0.074,139.77,11.00209984,12.76,782.0,3812.041667,8432.0,20.4,1.0,0.0,0.0,0.0,False,False,False,False,False,False,12.703938523793656,0,0,0,False,False,True,False
1.0,0.16,527.36,10.858999,10.08,667.0,4410.0,16486.0,52.7,0.0,0.0,0.0,0.0,False,True,False,False,False,False,48.56432899570209,0,0,0,True,False,False,False
1.0,0.1322,608.42,10.77230925,12.33,732.0,3900.0,4646.0,55.2,1.0,0.0,0.0,1.0,False,False,False,False,False,False,56.47999754555877,0,0,0,False,True,False,False
1.0,0.1148,197.82,11.08214255,18.11,712.0,4050.0,21384.0,82.2,0.0,0.0,0.0,0.0,False,True,False,False,False,False,17.85033887693495,0,0,0,False,True,False,False
1.0,0.1183,803.5,11.53272809,3.0,767.0,6314.041667,5444.0,9.7,0.0,0.0,0.0,0.0,False,True,False,False,False,False,69.67128624984342,0,0,0,False,False,True,False
1.0,0.1774,288.17,10.59663473,8.91,667.0,1200.041667,1825.0,67.6,3.0,1.0,0.0,0.0,False,False,False,False,True,False,27.19448271479676,0,1,0,True,False,False,False
1.0,0.0894,127.09,9.92329018,3.88,722.0,4079.041667,1146.0,19.4,0.0,0.0,0.0,0.0,False,False,False,False,False,False,12.807244139261883,0,0,0,False,True,False,False
1.0,0.1426,528.31,11.69524702,7.98,682.0,7650.0,27205.0,87.8,0.0,1.0,0.0,0.0,True,False,False,False,False,False,45.1730518471768,0,1,0,False,True,False,False
1.0,0.1565,874.66,10.91508846,4.25,742.0,2880.0,7783.0,22.6,2.0,0.0,0.0,0.0,False,False,False,False,False,True,80.1331114452553,0,0,0,False,True,False,False
1.0,0.0894,381.26,11.08214255,10.14,752.0,3755.041667,700.0,5.1,3.0,0.0,0.0,0.0,False,False,False,False,False,False,34.4030947336984,0,0,0,False,True,False,False
1.0,0.1565,227.41,10.49127422,14.97,662.0,4290.0,4357.0,92.7,1.0,0.0,0.0,1.0,False,True,False,False,False,False,21.676108662423278,0,0,0,True,False,False,False
1.0,0.1148,105.5,11.60823564,6.63,722.0,3990.0,20002.0,67.8,0.0,0.0,0.0,0.0,False,False,False,False,False,False,9.088375121923352,0,0,0,False,True,False,False
1.0,0.1287,524.68,10.62132735,22.04,707.0,3630.0,15556.0,81.4,0.0,0.0,0.0,0.0,False,True,False,False,False,False,49.39872227928273,0,0,0,False,True,False,False
1.0,0.0894,158.86,10.62175555,14.16,767.0,3630.0,4463.0,28.8,0.0,0.0,0.0,0.0,True,False,False,False,False,False,14.956096405363049,0,0,0,False,False,True,False
1.0,0.1253,214.19,10.97678203,18.22,697.0,7230.0,6917.0,73.6,0.0,0.0,0.0,0.0,False,False,False,False,False,False,19.513004759920516,0,0,0,False,True,False,False
1.0,0.1357,169.85,10.4778512,14.05,697.0,3480.041667,233.0,46.6,0.0,1.0,0.0,0.0,False,False,False,False,True,False,16.21038481630661,0,1,0,False,True,False,False
1.0,0.1357,407.63,11.49276357,0.18,712.0,5970.041667,440.0,7.9,1.0,0.0,0.0,0.0,False,True,False,False,False,False,35.46840562038987,0,0,0,False,True,False,False
1.0,0.1183,530.15,10.59663473,9.6,732.0,9840.0,9082.0,35.1,2.0,2.0,0.0,0.0,False,False,False,False,False,False,50.030034393758896,0,1,0,False,True,False,False
1.0,0.1114,104.98,10.30895266,5.04,732.0,2670.041667,6383.0,46.6,0.0,0.0,0.0,0.0,False,True,False,False,False,False,10.183381713191416,0,0,0,False,True,False,False
1.0,0.1357,118.89,11.38509209,16.05,672.0,7080.041667,10977.0,70.8,0.0,0.0,2.0,0.0,False,False,False,False,True,False,10.442603279812381,0,0,1,False,True,False,False
1.0,0.1148,197.82,11.22524339,11.9,707.0,4110.041667,18103.0,59.5,3.0,0.0,0.0,0.0,True,False,False,False,False,False,17.62278047139965,0,0,0,False,True,False,False
1.0,0.1287,84.09,10.44488118,13.86,687.0,6780.041667,7565.0,27.0,1.0,2.0,0.0,0.0,False,False,False,False,False,False,8.050833566303911,0,1,0,False,True,False,False
1.0,0.1183,139.17,9.287301413,0.0,747.0,2970.041667,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,14.984977208255058,0,0,0,False,True,False,False
1.0,0.1496,623.61,10.84349481,10.71,717.0,5400.0,18632.0,98.1,0.0,0.0,0.0,0.0,False,True,False,False,False,False,57.51005657557003,0,0,0,False,True,False,False
1.0,0.0894,317.72,11.48246626,7.62,737.0,4830.041667,20574.0,38.2,2.0,0.0,0.0,0.0,False,True,False,False,False,False,27.67001381112702,0,0,0,False,True,False,False
1.0,0.0774,187.32,11.40756495,15.89,762.0,8730.0,37397.0,29.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,16.420682312222997,0,0,0,False,False,True,False
1.0,0.1183,99.41,10.6454249,14.46,697.0,3090.041667,6297.0,76.8,1.0,0.0,0.0,0.0,False,True,False,False,False,False,9.338283904478063,0,0,0,False,True,False,False
1.0,0.1496,242.52,10.6873891,12.66,662.0,5250.041667,3294.0,70.1,1.0,0.0,0.0,1.0,False,True,False,False,False,False,22.692165292269557,0,0,0,True,False,False,False
1.0,0.1183,497.01,11.00209984,11.7,732.0,3721.041667,30697.0,55.9,0.0,0.0,0.0,0.0,False,False,False,True,False,False,45.17410378271936,0,0,0,False,True,False,False
1.0,0.1287,269.07,10.81977828,5.3,692.0,8070.0,7710.0,35.1,0.0,2.0,0.0,0.0,False,True,False,False,False,False,24.86834693252143,0,1,0,False,True,False,False
1.0,0.0774,312.19,10.83958091,7.98,777.0,3510.041667,696.0,15.5,0.0,0.0,0.0,0.0,False,False,False,True,False,False,28.800928983517313,0,0,0,False,False,True,False
1.0,0.1114,656.07,11.69524702,9.55,772.0,6120.0,26701.0,43.1,0.0,0.0,0.0,0.0,False,False,False,False,False,False,56.09714774540949,0,0,0,False,False,True,False
1.0,0.1183,430.75,11.33857208,12.87,717.0,2220.0,14331.0,37.8,1.0,0.0,0.0,0.0,False,True,False,False,False,False,37.98979245012657,0,0,0,False,True,False,False
1.0,0.1183,298.21,10.4341158,17.12,712.0,3030.041667,13533.0,42.3,1.0,0.0,0.0,0.0,False,True,False,False,False,False,28.58028468497541,0,0,0,False,True,False,False
1.0,0.1253,689.41,11.51372515,14.45,722.0,4291.0,13171.0,51.8,3.0,0.0,0.0,0.0,False,True,False,False,False,False,59.87723269562327,0,0,0,False,True,False,False
1.0,0.1322,338.01,10.49127422,8.3,687.0,2280.041667,8989.0,36.2,0.0,0.0,0.0,0.0,False,True,False,False,False,False,32.21820275707177,0,0,0,False,True,False,False
1.0,0.1357,285.34,10.98305293,21.34,677.0,6270.041667,55072.0,87.8,0.0,0.0,0.0,0.0,True,False,False,False,False,False,25.98002593801576,0,0,0,False,True,False,False
1.0,0.0894,285.95,10.75790288,21.19,737.0,5820.0,10325.0,30.1,0.0,0.0,1.0,0.0,False,False,False,False,False,False,26.58045933205153,0,0,1,False,True,False,False
1.0,0.1461,172.38,10.49127422,16.57,742.0,5400.0,0.0,34.5,0.0,0.0,0.0,0.0,False,False,False,False,False,False,16.43079728784365,0,0,0,False,True,False,False
1.0,0.1114,65.61,10.08580911,21.45,712.0,4350.0,560.0,70.0,3.0,1.0,0.0,0.0,False,False,False,False,False,False,6.505179632534212,0,1,0,False,True,False,False
1.0,0.1183,99.41,10.77895629,23.93,712.0,5580.041667,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,9.22259978846245,0,0,0,False,True,False,False
1.0,0.0894,476.58,11.51292546,2.14,782.0,11010.04167,8057.0,17.4,2.0,0.0,0.0,0.0,True,False,False,False,False,False,41.39521285496102,0,0,0,False,False,True,False
1.0,0.1496,173.23,10.30895266,24.4,662.0,2880.0,1451.0,46.8,0.0,1.0,0.0,1.0,False,False,False,False,False,False,16.80384086660458,0,1,0,True,False,False,False
1.0,0.1357,326.1,11.00209984,13.2,677.0,4050.0,9164.0,47.0,1.0,0.0,0.0,0.0,False,False,False,False,False,False,29.639796469980045,0,0,0,False,True,False,False
1.0,0.1148,412.11,11.08214255,1.63,732.0,3600.0,19898.0,36.4,2.0,0.0,0.0,0.0,True,False,False,False,False,False,37.18685246473391,0,0,0,False,True,False,False
1.0,0.1348,474.94,10.71441777,9.17,692.0,3540.041667,10163.0,61.6,1.0,0.0,0.0,0.0,False,True,False,False,False,False,44.32718699188822,0,0,0,False,True,False,False
1.0,0.1531,217.6,9.862665558,15.13,662.0,8490.041667,4815.0,94.4,0.0,1.0,0.0,0.0,False,False,True,False,False,False,22.063000993022214,0,1,0,True,False,False,False
1.0,0.0894,381.26,11.51092346,15.64,757.0,12990.04167,4779.0,17.1,0.0,0.0,0.0,0.0,False,True,False,False,False,False,33.121582410382906,0,0,0,False,False,True,False
1.0,0.0894,476.58,11.56171563,12.53,777.0,10800.04167,8118.0,5.9,0.0,0.0,0.0,0.0,False,True,False,False,False,False,41.22052602326459,0,0,0,False,False,True,False
1.0,0.1913,293.77,11.65268741,11.79,667.0,4410.0,17267.0,29.1,3.0,0.0,0.0,0.0,False,False,False,False,False,False,25.21049348220695,0,0,0,True,False,False,False
1.0,0.0894,142.98,10.1064284,13.86,762.0,2970.041667,4659.0,30.1,0.0,0.0,0.0,0.0,False,True,False,False,False,False,14.14743115381889,0,0,0,False,False,True,False
1.0,0.0894,397.15,12.10598708,4.26,772.0,5103.0,31141.0,0.4,2.0,0.0,0.0,1.0,False,False,False,True,False,False,32.80608160041089,0,0,0,False,False,True,False
1.0,0.1357,54.35,9.422220731,21.46,712.0,1470.0,0.0,0.0,3.0,0.0,0.0,1.0,False,False,False,False,False,False,5.7682792148122095,0,0,0,False,True,False,False
1.0,0.1322,212.95,10.30895266,5.28,772.0,11040.04167,14581.0,98.0,1.0,0.0,0.0,0.0,False,True,False,False,False,False,20.656802589294266,0,0,0,False,False,True,False
1.0,0.1114,590.47,11.15625052,10.7,752.0,4320.0,22093.0,23.7,0.0,0.0,0.0,0.0,False,True,False,False,False,False,52.92728044619063,0,0,0,False,True,False,False
1.0,0.1322,507.01,11.2009507,1.66,692.0,3602.0,17109.0,81.5,2.0,0.0,0.0,0.0,False,True,False,False,False,False,45.26490773680488,0,0,0,False,True,False,False
1.0,0.1496,173.23,9.574983486,11.0,697.0,1230.041667,2367.0,56.4,0.0,0.0,0.0,1.0,False,False,False,False,False,False,18.09193720838131,0,0,0,False,True,False,False
1.0,0.0894,158.86,10.6454249,7.71,727.0,5280.041667,6453.0,35.1,0.0,0.0,0.0,0.0,False,False,True,False,False,False,14.922842581886986,0,0,0,False,True,False,False
1.0,0.0774,156.1,10.30895266,17.28,752.0,2612.041667,20385.0,18.5,0.0,0.0,0.0,0.0,False,False,True,False,False,False,15.142178371396266,0,0,0,False,True,False,False
1.0,0.1287,100.9,9.757305042,3.89,677.0,3150.041667,1366.0,85.4,1.0,0.0,0.0,0.0,False,False,True,False,False,False,10.340970131166266,0,0,0,False,True,False,False
1.0,0.1287,168.17,10.49127422,8.7,692.0,2672.041667,4434.0,31.0,3.0,1.0,0.0,0.0,False,False,False,False,True,False,16.029511427640482,0,1,0,False,True,False,False
1.0,0.0859,120.12,10.1266311,5.33,792.0,7830.041667,2456.0,8.1,3.0,0.0,0.0,0.0,True,False,False,False,False,False,11.861792812814125,0,0,0,False,False,True,False
1.0,0.1218,296.37,10.80972795,12.68,707.0,3570.0,9943.0,61.8,3.0,0.0,0.0,0.0,False,True,False,False,False,False,27.416971210639954,0,0,0,False,True,False,False
1.0,0.1253,811.56,11.4065422,11.41,732.0,3961.0,7404.0,54.8,1.0,0.0,0.0,0.0,False,True,False,False,False,False,71.14864310062342,0,0,0,False,True,False,False
1.0,0.1253,560.57,10.40426284,17.38,717.0,2040.041667,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,False,False,53.87887720837318,0,1,0,False,True,False,False
1.0,0.1287,571.77,10.63103616,18.03,717.0,3120.041667,3629.0,82.5,0.0,0.0,0.0,0.0,False,False,False,False,False,False,53.783092390497515,0,0,0,False,True,False,False
1.0,0.1287,336.34,11.51292546,21.28,717.0,5670.041667,9470.0,31.4,1.0,0.0,0.0,0.0,False,True,False,False,False,False,29.214121221279928,0,0,0,False,True,False,False
1.0,0.1218,333.0,10.30895266,24.56,707.0,2430.041667,27735.0,41.6,3.0,0.0,0.0,1.0,False,False,False,False,False,False,32.30202048478512,0,0,0,False,True,False,False
1.0,0.1531,522.23,10.59663473,12.33,682.0,1440.0,5365.0,78.9,0.0,0.0,0.0,0.0,False,True,False,False,False,False,49.28262729690221,0,0,0,False,True,False,False
1.0,0.1496,225.2,11.00209984,1.08,697.0,1200.041667,0.0,0.0,3.0,3.0,0.0,1.0,False,False,False,False,False,False,20.468819886659016,0,1,0,False,True,False,False
1.0,0.1322,338.01,11.46163217,8.29,687.0,4290.0,14822.0,76.4,0.0,0.0,0.0,1.0,False,True,False,False,False,False,29.490564257045076,0,0,0,False,True,False,False
1.0,0.0894,222.41,10.77895629,14.4,722.0,3750.041667,1821.0,31.4,2.0,0.0,0.0,0.0,False,True,False,False,False,False,20.633723156140565,0,0,0,False,True,False,False
1.0,0.1183,497.01,11.00209984,7.78,727.0,6150.0,12609.0,67.1,0.0,0.0,0.0,0.0,False,True,False,False,False,False,45.17410378271936,0,0,0,False,True,False,False
1.0,0.1148,158.25,11.50690739,23.76,742.0,6240.0,57542.0,24.2,0.0,0.0,0.0,0.0,False,False,False,False,False,False,13.75260916217385,0,0,0,False,True,False,False
1.0,0.1114,459.25,12.03765399,4.76,662.0,3300.0,7044.0,61.8,1.0,0.0,0.0,0.0,False,False,False,False,False,False,38.151121504365484,0,0,0,True,False,False,False
1.0,0.1461,310.28,10.30895266,15.44,677.0,3690.0,3971.0,58.4,0.0,0.0,0.0,1.0,False,False,False,False,True,False,30.098110858916293,0,0,0,False,True,False,False
1.0,0.1287,311.11,9.998615898,15.44,687.0,4573.041667,4806.0,27.2,0.0,0.0,0.0,0.0,False,True,False,False,False,False,31.11530667582006,0,0,0,False,True,False,False
1.0,0.1531,348.16,11.36210258,16.33,672.0,10845.0,17768.0,65.8,1.0,0.0,1.0,0.0,False,True,False,False,False,False,30.64221587057701,0,0,1,False,True,False,False
1.0,0.1322,287.31,11.22524339,7.73,687.0,7950.0,4167.0,19.8,1.0,1.0,0.0,0.0,True,False,False,False,False,False,25.594990684651872,0,1,0,False,True,False,False
1.0,0.1426,343.06,10.67359577,0.78,692.0,4800.041667,966.0,48.3,3.0,0.0,0.0,0.0,False,False,False,False,False,False,32.14099609844977,0,0,0,False,True,False,False
